team,season,season_type,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,defense_snaps,rush_snaps,pass_snaps,win,loss,tie,win_pct,rush_pct,pass_pct
BAL,2024,REG,0.0,12.0,18.0,5.0,14.0,4.0,2.0,591.0,240.0,62.0,54.0,115.0,2,0.0,0.0,0.0,0.0,1069,374,684,13.0,6.0,0.0,0.684,0.35,0.64
BUF,2024,POST,0.0,1.0,4.0,3.0,3.0,1.0,0.0,104.0,34.0,3.0,6.0,16.0,0,0.0,0.0,0.0,0.0,165,78,83,15.0,5.0,0.0,0.75,0.47,0.5
BUF,2024,REG,1.0,16.0,28.0,15.0,18.0,10.0,0.0,605.0,269.0,104.0,39.0,92.0,3,0.0,0.0,0.0,0.0,1055,430,615,15.0,5.0,0.0,0.75,0.41,0.58
CAR,2024,REG,0.0,9.0,15.0,7.0,8.0,7.0,2.0,645.0,317.0,73.0,32.0,61.0,0,0.0,0.0,0.0,0.0,1159,573,563,5.0,12.0,0.0,0.294,0.49,0.49
CHI,2024,REG,0.0,11.0,21.0,14.0,15.0,6.0,0.0,577.0,276.0,112.0,40.0,97.0,1,0.0,0.0,0.0,0.0,1032,475,546,5.0,12.0,0.0,0.294,0.46,0.53
CIN,2024,REG,1.0,15.0,18.0,10.0,13.0,6.0,2.0,595.0,279.0,85.0,36.0,102.0,2,0.0,0.0,0.0,0.0,1091,468,607,9.0,8.0,0.0,0.529,0.43,0.56
CLE,2024,REG,1.0,4.0,18.0,10.0,13.0,5.0,0.0,583.0,254.0,113.0,41.0,105.0,1,0.0,0.0,0.0,0.0,1041,463,548,3.0,14.0,0.0,0.176,0.44,0.53
DAL,2024,REG,0.0,13.0,22.0,9.0,19.0,3.0,1.0,614.0,247.0,52.0,52.0,98.0,1,0.0,0.0,0.0,0.0,1049,465,564,7.0,10.0,0.0,0.412,0.44,0.54
DEN,2024,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,16.0,1.0,2.0,4.0,0,0.0,0.0,0.0,0.0,73,41,29,10.0,8.0,0.0,0.556,0.56,0.4
DEN,2024,REG,2.0,15.0,18.0,9.0,12.0,6.0,1.0,608.0,273.0,86.0,63.0,134.0,5,0.0,0.0,0.0,0.0,1098,414,670,10.0,8.0,0.0,0.556,0.38,0.61
DET,2024,POST,0.0,0.0,1.0,0.0,1.0,0.0,1.0,48.0,9.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,73,40,31,15.0,3.0,0.0,0.833,0.55,0.42
DET,2024,REG,0.0,16.0,20.0,8.0,12.0,8.0,2.0,587.0,204.0,61.0,37.0,106.0,1,0.0,0.0,0.0,0.0,1020,364,649,15.0,3.0,0.0,0.833,0.36,0.64
GB,2024,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,21.0,1.0,2.0,4.0,0,0.0,0.0,0.0,0.0,57,33,23,11.0,7.0,0.0,0.611,0.58,0.4
GB,2024,REG,0.0,17.0,28.0,13.0,18.0,10.0,4.0,612.0,257.0,83.0,45.0,87.0,1,0.0,0.0,0.0,0.0,1041,417,610,11.0,7.0,0.0,0.611,0.4,0.59
HOU,2024,POST,1.0,4.0,3.0,0.0,2.0,1.0,0.0,59.0,22.0,2.0,7.0,16.0,1,1.0,1.0,0.0,0.0,104,37,64,11.0,8.0,0.0,0.579,0.36,0.62
HOU,2024,REG,1.0,19.0,20.0,9.0,9.0,11.0,2.0,621.0,228.0,71.0,49.0,96.0,3,0.0,0.0,0.0,0.0,1055,441,605,11.0,8.0,0.0,0.579,0.42,0.57
IND,2024,REG,0.0,16.0,19.0,9.0,18.0,1.0,0.0,614.0,310.0,129.0,36.0,79.0,1,0.0,0.0,0.0,0.0,1117,518,581,8.0,9.0,0.0,0.471,0.46,0.52
JAX,2024,REG,0.0,6.0,9.0,3.0,6.0,3.0,0.0,643.0,251.0,68.0,34.0,66.0,1,0.0,0.0,0.0,0.0,1131,491,618,4.0,13.0,0.0,0.235,0.43,0.55
KC,2024,POST,0.0,1.0,5.0,0.0,4.0,1.0,0.0,129.0,42.0,2.0,12.0,25.0,0,0.0,0.0,0.0,0.0,205,103,98,17.0,3.0,0.0,0.85,0.5,0.48
KC,2024,REG,0.0,13.0,19.0,6.0,14.0,5.0,5.0,628.0,213.0,53.0,39.0,109.0,1,0.0,0.0,0.0,0.0,1028,413,606,17.0,3.0,0.0,0.85,0.4,0.59
LA,2024,POST,1.0,1.0,2.0,1.0,2.0,0.0,0.0,84.0,30.0,4.0,16.0,16.0,1,0.0,0.0,0.0,0.0,133,54,77,11.0,8.0,0.0,0.579,0.41,0.58
LA,2024,REG,1.0,13.0,14.0,6.0,10.0,4.0,2.0,557.0,290.0,93.0,38.0,69.0,3,2.0,0.0,0.0,0.0,1059,467,582,11.0,8.0,0.0,0.579,0.44,0.55
LAC,2024,POST,0.0,1.0,3.0,2.0,2.0,1.0,0.0,42.0,15.0,3.0,3.0,5.0,0,0.0,0.0,0.0,0.0,70,32,36,11.0,7.0,0.0,0.611,0.46,0.51
LAC,2024,REG,0.0,15.0,15.0,7.0,10.0,5.0,1.0,612.0,230.0,60.0,46.0,92.0,1,0.0,0.0,0.0,0.0,1039,414,613,11.0,7.0,0.0,0.611,0.4,0.59
LV,2024,REG,0.0,10.0,13.0,3.0,6.0,7.0,0.0,568.0,275.0,79.0,38.0,78.0,1,0.0,0.0,0.0,0.0,1057,436,595,4.0,13.0,0.0,0.235,0.41,0.56
MIA,2024,REG,0.0,10.0,14.0,7.0,8.0,6.0,0.0,556.0,244.0,67.0,35.0,78.0,0,0.0,0.0,0.0,0.0,1017,397,603,8.0,9.0,0.0,0.471,0.39,0.59
MIN,2024,POST,0.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0,15.0,2.0,2.0,5.0,0,0.0,0.0,0.0,0.0,51,20,29,14.0,4.0,0.0,0.778,0.39,0.57
MIN,2024,REG,0.0,24.0,16.0,9.0,11.0,5.0,0.0,592.0,260.0,88.0,49.0,112.0,3,0.0,0.0,0.0,0.0,1084,386,688,14.0,4.0,0.0,0.778,0.36,0.63
NE,2024,REG,0.0,7.0,23.0,4.0,13.0,10.0,2.0,578.0,294.0,92.0,28.0,62.0,1,0.0,0.0,0.0,0.0,1072,497,563,4.0,13.0,0.0,0.235,0.46,0.53
NO,2024,REG,1.0,14.0,15.0,5.0,12.0,4.0,2.0,671.0,251.0,52.0,39.0,79.0,1,0.0,0.0,0.0,0.0,1125,472,632,5.0,12.0,0.0,0.294,0.42,0.56
NYG,2024,REG,0.0,5.0,21.0,10.0,15.0,6.0,4.0,572.0,304.0,89.0,45.0,88.0,0,0.0,0.0,0.0,0.0,1053,484,549,3.0,14.0,0.0,0.176,0.46,0.52
NYJ,2024,REG,0.0,7.0,25.0,11.0,15.0,10.0,4.0,625.0,248.0,86.0,43.0,79.0,0,1.0,0.0,0.0,0.0,1073,489,567,5.0,12.0,0.0,0.294,0.46,0.53
PHI,2024,POST,0.0,6.0,12.0,7.0,8.0,4.0,0.0,159.0,46.0,0.0,16.0,25.0,1,0.0,0.0,0.0,0.0,260,81,178,18.0,3.0,0.0,0.857,0.31,0.68
PHI,2024,REG,0.0,13.0,29.0,14.0,21.0,8.0,2.0,579.0,231.0,57.0,41.0,81.0,1,1.0,1.0,0.0,0.0,1007,411,587,18.0,3.0,0.0,0.857,0.41,0.58
PIT,2024,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,19.0,3.0,1.0,1.0,0,0.0,0.0,0.0,0.0,72,49,21,10.0,8.0,0.0,0.556,0.68,0.29
PIT,2024,REG,0.0,17.0,22.0,13.0,19.0,3.0,0.0,606.0,256.0,71.0,40.0,103.0,1,0.0,0.0,0.0,0.0,1041,403,628,10.0,8.0,0.0,0.556,0.39,0.6
SEA,2024,REG,1.0,13.0,21.0,7.0,14.0,7.0,1.0,604.0,274.0,85.0,45.0,109.0,4,1.0,0.0,0.0,0.0,1070,441,615,10.0,7.0,0.0,0.588,0.41,0.57
SF,2024,REG,0.0,11.0,20.0,7.0,12.0,8.0,2.0,588.0,251.0,75.0,37.0,77.0,1,1.0,0.0,0.0,0.0,1035,464,554,6.0,11.0,0.0,0.353,0.45,0.54
TB,2024,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,20.0,5.0,1.0,4.0,0,0.0,0.0,0.0,0.0,69,31,36,10.0,8.0,0.0,0.556,0.45,0.52
TB,2024,REG,1.0,7.0,25.0,9.0,16.0,9.0,6.0,613.0,228.0,72.0,46.0,111.0,1,0.0,0.0,0.0,0.0,1066,380,673,10.0,8.0,0.0,0.556,0.36,0.63
TEN,2024,REG,2.0,11.0,18.0,7.0,12.0,6.0,1.0,580.0,273.0,98.0,32.0,66.0,0,0.0,0.0,0.0,0.0,1010,493,505,3.0,14.0,0.0,0.176,0.49,0.5
WAS,2024,POST,0.0,4.0,2.0,2.0,1.0,1.0,0.0,107.0,40.0,2.0,5.0,11.0,1,0.0,0.0,0.0,0.0,179,83,91,14.0,6.0,0.0,0.7,0.46,0.51
WAS,2024,REG,0.0,7.0,27.0,12.0,17.0,10.0,0.0,604.0,272.0,68.0,43.0,83.0,1,0.0,0.0,0.0,0.0,1037,481,546,14.0,6.0,0.0,0.7,0.46,0.53
