game_id,season,week,team,season_type,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,total_off_points,total_def_points,extra_point,field_goal,kickoff,no_play,pass_snaps,punt,qb_kneel,qb_spike,rush_snaps,defense_snaps,st_snaps,rush_pct,pass_pct,home_win,home_loss,home_tie,away_win,away_loss,away_tie,win,loss,tie
2015_08_MIN_CHI,2015,8,CHI,REG,0,1,2,0,0,2,1,40,4,0,1,2,0,0,0,0,0,17.0,0.0,2,3,5,4,31,4,0,0,25,56,14,0.45,0.55,0,1,0,0,0,0,2,5,0
2015_09_CHI_SD,2015,9,CHI,REG,0,0,1,1,1,0,0,40,9,9,2,7,0,0,0,0,0,13.0,0.0,2,2,4,9,44,4,0,0,19,63,12,0.3,0.7,0,0,0,1,0,0,3,5,0
2015_10_CHI_STL,2015,10,CHI,REG,0,1,2,2,2,0,0,39,4,0,1,10,0,0,0,0,0,13.0,0.0,1,2,8,7,38,6,0,0,21,59,17,0.36,0.64,0,0,0,1,0,0,4,5,0
2015_11_DEN_CHI,2015,11,CHI,REG,0,0,0,0,0,0,0,55,7,0,5,6,0,0,0,0,0,17.0,0.0,2,1,5,3,32,7,1,0,35,68,15,0.51,0.47,0,1,0,0,0,0,4,6,0
2015_12_CHI_GB,2015,12,CHI,REG,0,1,2,1,1,1,0,45,11,7,2,6,0,0,0,0,0,13.0,0.0,1,2,4,7,45,5,0,0,28,73,12,0.38,0.62,0,0,0,1,0,0,5,6,0
2015_13_SF_CHI,2015,13,CHI,REG,0,0,0,0,0,0,0,48,2,0,4,6,0,0,0,0,0,20.0,0.0,3,0,6,3,36,9,0,0,23,59,18,0.39,0.61,0,1,0,0,0,0,5,7,0
2015_14_WAS_CHI,2015,14,CHI,REG,0,1,1,0,0,1,0,53,5,0,3,7,0,0,0,0,0,24.0,0.0,3,1,4,5,34,4,1,0,32,67,12,0.48,0.51,0,1,0,0,0,0,5,8,0
2015_15_CHI_MIN,2015,15,CHI,REG,0,0,1,0,0,1,0,41,10,10,1,4,0,0,0,0,0,38.0,0.0,5,1,4,6,21,3,0,0,36,57,13,0.63,0.37,0,0,0,0,1,0,5,9,0
2015_16_CHI_TB,2015,16,CHI,REG,0,1,3,2,2,1,0,26,11,8,1,4,0,0,0,0,0,21.0,0.0,3,1,7,1,29,4,1,1,24,55,15,0.44,0.53,0,0,0,1,0,0,6,9,0
2015_17_DET_CHI,2015,17,CHI,REG,0,0,0,0,0,0,0,48,2,0,4,10,0,0,0,0,0,24.0,0.0,3,2,5,2,43,3,3,0,18,64,13,0.28,0.67,0,1,0,0,0,0,6,10,0
2015_01_CIN_OAK,2015,1,CIN,REG,0,1,2,1,2,0,1,44,8,0,2,5,0,0,0,0,0,13.0,0.0,1,0,7,4,46,6,0,0,16,62,14,0.26,0.74,0,0,0,1,0,0,1,0,0
2015_02_SD_CIN,2015,2,CIN,REG,0,1,1,1,1,0,0,41,14,0,4,6,0,0,0,0,0,19.0,0.0,1,3,5,6,32,3,0,0,25,57,12,0.44,0.56,1,0,0,0,0,0,2,0,0
2015_03_CIN_BAL,2015,3,CIN,REG,0,1,1,0,1,0,0,42,12,0,0,3,0,0,0,0,0,18.0,0.0,3,2,5,9,49,4,0,0,18,67,14,0.27,0.73,0,0,0,1,0,0,3,0,0
2015_04_KC_CIN,2015,4,CIN,REG,0,0,1,1,1,0,0,51,15,1,5,10,0,0,0,0,0,21.0,0.0,0,7,6,5,50,1,0,0,23,73,14,0.32,0.68,1,0,0,0,0,0,4,0,0
2015_05_SEA_CIN,2015,5,CIN,REG,0,1,0,0,0,0,0,39,14,0,4,9,0,0,0,0,0,18.0,0.0,3,1,5,5,27,8,0,0,30,57,17,0.53,0.47,1,0,0,0,0,0,5,0,0
2015_06_CIN_BUF,2015,6,CIN,REG,0,1,0,0,0,0,0,37,21,15,2,6,0,0,0,0,0,21.0,0.0,3,0,7,4,43,5,0,1,23,67,15,0.34,0.64,0,0,0,1,0,0,6,0,0
2015_08_CIN_PIT,2015,8,CIN,REG,0,3,0,0,0,0,0,50,5,4,3,6,0,0,0,0,0,10.0,0.0,1,1,5,10,48,6,0,0,19,67,13,0.28,0.72,0,0,0,1,0,0,7,0,0
2015_09_CLE_CIN,2015,9,CIN,REG,0,0,0,0,0,0,0,36,3,0,3,6,0,0,0,0,0,10.0,0.0,1,1,6,2,36,6,0,0,17,53,14,0.32,0.68,1,0,0,0,0,0,8,0,0
2015_10_HOU_CIN,2015,10,CIN,REG,0,1,1,0,0,1,0,29,21,0,3,5,0,0,0,0,0,10.0,0.0,1,1,3,4,36,8,2,0,23,61,13,0.38,0.59,0,1,0,0,0,0,8,1,0
2015_11_CIN_ARI,2015,11,CIN,REG,0,2,2,0,2,0,0,46,3,2,2,5,0,0,0,0,0,34.0,0.0,4,2,6,5,32,4,1,1,24,58,16,0.41,0.55,0,0,0,0,1,0,8,2,0
2015_12_STL_CIN,2015,12,CIN,REG,0,3,0,0,0,0,0,47,11,0,1,12,1,0,0,0,0,8.0,6.0,1,0,6,5,54,5,0,0,17,71,12,0.24,0.76,1,0,0,0,0,0,9,2,0
2015_13_CIN_CLE,2015,13,CIN,REG,0,1,1,1,1,0,0,52,3,0,3,10,0,0,0,0,0,3.0,0.0,0,2,8,3,41,3,0,0,19,60,13,0.32,0.68,0,0,0,1,0,0,10,2,0
2015_14_PIT_CIN,2015,14,CIN,REG,0,1,0,0,0,0,0,48,8,1,2,4,0,0,0,0,0,27.0,0.0,3,4,5,2,41,2,2,0,26,69,14,0.38,0.59,0,1,0,0,0,0,10,3,0
2015_15_CIN_SF,2015,15,CIN,REG,0,3,1,1,1,0,0,49,8,4,4,5,0,0,0,0,0,14.0,0.0,2,1,5,8,54,7,0,0,17,71,15,0.24,0.76,0,0,0,1,0,0,11,3,0
2015_16_CIN_DEN,2015,16,CIN,REG,0,0,1,1,1,0,0,48,7,0,3,6,0,0,0,0,0,20.0,0.0,2,3,5,4,42,5,0,0,21,63,15,0.33,0.67,0,0,0,0,1,0,11,4,0
2015_17_BAL_CIN,2015,17,CIN,REG,0,2,0,0,0,0,0,44,14,0,1,8,0,0,0,0,0,16.0,0.0,1,3,5,5,55,4,0,2,21,78,13,0.27,0.71,1,0,0,0,0,0,12,4,0
2015_18_PIT_CIN,2015,18,CIN,POST,0,1,2,1,2,0,1,48,8,0,4,8,0,0,0,0,0,18.0,0.0,0,4,4,4,41,7,0,0,29,70,15,0.41,0.59,0,1,0,0,0,0,12,5,0
2015_01_CLE_NYJ,2015,1,CLE,REG,0,1,2,1,1,1,0,26,21,0,0,2,0,0,0,0,0,31.0,0.0,4,1,3,1,24,3,1,0,35,60,11,0.58,0.4,0,0,0,0,1,0,0,1,0
2015_02_TEN_CLE,2015,2,CLE,REG,0,0,4,3,4,0,0,47,15,0,7,12,0,0,0,0,0,20.0,0.0,2,0,5,6,44,6,0,0,30,74,13,0.41,0.59,1,0,0,0,0,0,1,1,0
2015_03_OAK_CLE,2015,3,CLE,REG,0,0,2,2,1,1,0,38,13,0,0,0,0,0,0,0,0,27.0,0.0,3,2,5,10,32,4,1,0,29,62,14,0.47,0.52,0,1,0,0,0,0,1,2,0
2015_04_CLE_SD,2015,4,CLE,REG,0,0,0,0,0,0,0,39,9,9,2,4,0,0,0,0,0,30.0,0.0,3,3,7,9,40,5,0,0,21,61,18,0.34,0.66,0,0,0,0,1,0,1,3,0
2015_05_CLE_BAL,2015,5,CLE,REG,0,0,0,0,0,0,0,40,15,0,1,2,0,0,0,0,0,30.0,0.0,3,2,7,2,37,6,0,0,31,68,18,0.46,0.54,0,0,0,1,0,0,2,3,0
2015_06_DEN_CLE,2015,6,CLE,REG,0,3,0,0,0,0,0,57,11,0,0,2,1,0,0,0,0,21.0,6.0,2,5,6,3,47,7,0,1,33,81,20,0.41,0.58,0,1,0,0,0,0,2,4,0
2015_07_CLE_STL,2015,7,CLE,REG,0,0,1,1,1,0,0,31,11,0,2,4,0,0,0,0,0,18.0,0.0,3,3,3,3,25,5,2,0,24,51,14,0.47,0.49,0,0,0,0,1,0,2,5,0
2015_08_ARI_CLE,2015,8,CLE,REG,0,1,4,3,4,0,1,49,12,0,1,7,0,0,0,0,0,34.0,0.0,4,2,4,7,38,2,2,1,36,77,12,0.47,0.49,0,1,0,0,0,0,2,6,0
2015_09_CLE_CIN,2015,9,CLE,REG,0,0,0,0,0,0,0,47,8,0,2,2,0,0,0,0,0,31.0,0.0,4,1,3,1,29,3,3,0,34,66,11,0.52,0.44,0,0,0,0,1,0,2,7,0
2015_10_CLE_PIT,2015,10,CLE,REG,0,1,2,1,2,0,0,35,8,5,1,3,0,0,0,0,0,30.0,0.0,2,3,3,10,39,1,2,0,19,60,9,0.32,0.65,0,0,0,0,1,0,2,8,0
2015_12_BAL_CLE,2015,12,CLE,REG,0,2,0,0,0,0,0,42,4,0,0,2,1,0,0,0,0,22.0,6.0,3,2,6,4,34,4,0,0,24,58,15,0.41,0.59,0,1,0,0,0,0,2,9,0
2015_13_CIN_CLE,2015,13,CLE,REG,0,0,0,0,0,0,0,39,8,0,1,1,0,0,0,0,0,37.0,0.0,4,3,1,3,23,1,0,0,33,56,9,0.59,0.41,0,1,0,0,0,0,2,10,0
2015_14_SF_CLE,2015,14,CLE,REG,0,0,2,0,1,1,0,43,4,0,9,11,0,0,0,0,0,10.0,0.0,1,1,5,2,37,7,0,0,17,54,14,0.31,0.69,1,0,0,0,0,0,3,10,0
2015_15_CLE_SEA,2015,15,CLE,REG,0,0,0,0,0,0,0,39,19,0,2,10,0,0,0,0,0,30.0,0.0,3,3,4,5,32,1,1,0,35,68,11,0.51,0.47,0,0,0,0,1,0,3,11,0
2015_16_CLE_KC,2015,16,CLE,REG,0,1,1,0,0,1,0,43,3,0,1,4,0,0,0,0,0,17.0,0.0,2,1,4,6,23,5,0,0,27,50,12,0.54,0.46,0,0,0,0,1,0,3,12,0
2015_17_PIT_CLE,2015,17,CLE,REG,0,2,1,1,1,0,0,37,5,0,0,2,0,0,0,0,0,28.0,0.0,2,3,4,4,37,3,2,0,17,56,12,0.3,0.66,0,1,0,0,0,0,3,13,0
2015_01_NYG_DAL,2015,1,DAL,REG,0,0,1,0,0,1,0,33,10,3,1,4,0,0,0,0,0,20.0,0.0,2,4,6,1,37,4,0,0,24,61,16,0.39,0.61,1,0,0,0,0,0,1,0,0
2015_02_DAL_PHI,2015,2,DAL,REG,0,2,1,1,0,1,0,33,7,0,1,1,0,0,0,0,0,16.0,0.0,1,1,4,7,38,7,0,0,17,55,13,0.31,0.69,0,0,0,1,0,0,2,0,0
2015_03_ATL_DAL,2015,3,DAL,REG,0,0,0,0,0,0,0,44,9,1,1,3,0,0,0,0,0,39.0,0.0,4,1,5,4,38,4,1,0,31,70,14,0.44,0.54,0,1,0,0,0,0,2,1,0
2015_04_DAL_NO,2015,4,DAL,REG,0,0,0,0,0,0,0,49,9,0,3,4,0,0,0,0,0,26.0,0.0,2,3,6,5,44,4,0,0,25,69,15,0.36,0.64,0,0,0,0,1,0,2,2,0
2015_05_NE_DAL,2015,5,DAL,REG,0,0,1,0,1,0,0,35,9,0,5,8,0,0,0,0,0,30.0,0.0,3,3,3,5,32,4,2,0,21,55,13,0.38,0.58,0,1,0,0,0,0,2,3,0
2015_07_DAL_NYG,2015,7,DAL,REG,0,0,1,1,0,1,0,23,16,16,2,3,0,0,0,0,0,21.0,0.0,3,2,5,2,26,5,4,0,21,51,15,0.41,0.51,0,0,0,0,1,0,2,4,0
2015_08_SEA_DAL,2015,8,DAL,REG,0,1,1,0,0,1,0,38,12,2,0,6,0,0,0,0,0,13.0,0.0,1,3,5,2,30,4,1,0,30,61,13,0.49,0.49,0,1,0,0,0,0,2,5,0
2015_09_PHI_DAL,2015,9,DAL,REG,0,0,0,0,0,0,0,47,10,1,1,7,0,0,0,0,0,27.0,0.0,3,2,7,7,37,5,1,0,34,72,17,0.47,0.51,0,1,0,0,0,0,2,6,0
2015_10_DAL_TB,2015,10,DAL,REG,0,2,0,0,0,0,0,37,15,15,2,8,0,0,0,0,0,10.0,0.0,1,2,3,8,41,4,1,0,25,67,10,0.37,0.61,0,0,0,0,1,0,2,7,0
2015_11_DAL_MIA,2015,11,DAL,REG,0,1,1,0,0,1,0,30,3,0,3,6,1,0,0,0,0,15.0,6.0,2,0,5,8,27,7,0,0,14,41,14,0.34,0.66,0,0,0,1,0,0,3,7,0
2015_12_CAR_DAL,2015,12,DAL,REG,0,0,1,0,0,1,0,40,15,4,1,2,0,0,0,0,0,21.0,0.0,3,5,4,8,28,2,1,0,36,65,14,0.55,0.43,0,1,0,0,0,0,3,8,0
2015_13_DAL_WAS,2015,13,DAL,REG,0,0,1,0,1,0,0,35,21,5,3,6,0,0,0,0,0,16.0,0.0,1,4,6,6,34,6,0,0,26,60,17,0.43,0.57,0,0,0,1,0,0,4,8,0
2015_14_DAL_GB,2015,14,DAL,REG,0,0,0,0,0,0,0,43,24,14,2,4,0,0,0,0,0,28.0,0.0,4,0,2,8,37,6,2,0,42,81,12,0.52,0.46,0,0,0,0,1,0,4,9,0
2015_15_NYJ_DAL,2015,15,DAL,REG,0,1,0,0,0,0,0,45,12,1,2,6,0,0,0,0,0,19.0,0.0,2,3,5,7,41,5,1,0,25,67,15,0.37,0.61,0,1,0,0,0,0,4,10,0
2015_16_DAL_BUF,2015,16,DAL,REG,0,1,1,1,1,0,0,36,19,16,3,3,0,0,0,0,0,16.0,0.0,2,1,3,4,21,3,3,0,37,61,9,0.61,0.34,0,0,0,0,1,0,4,11,0
2015_17_WAS_DAL,2015,17,DAL,REG,1,0,2,0,2,0,1,36,15,6,1,4,0,0,0,0,0,34.0,0.0,4,2,4,3,27,4,3,0,33,63,14,0.52,0.43,0,1,0,0,0,0,4,12,0
2015_01_BAL_DEN,2015,1,DEN,REG,0,2,0,0,0,0,0,40,6,0,2,7,1,0,0,0,0,8.0,6.0,1,2,6,1,34,6,0,0,23,57,15,0.4,0.6,1,0,0,0,0,0,1,0,0
2015_02_DEN_KC,2015,2,DEN,REG,0,2,2,2,2,0,0,49,1,0,5,8,1,0,0,0,0,19.0,6.0,3,1,6,6,30,4,0,0,28,58,14,0.48,0.52,0,0,0,1,0,0,2,0,0
2015_03_DEN_DET,2015,3,DEN,REG,0,2,1,1,1,0,0,43,10,0,4,9,0,1,0,0,0,12.0,0.0,1,0,5,9,49,5,1,0,19,69,11,0.28,0.71,0,0,0,1,0,0,3,0,0
2015_04_MIN_DEN,2015,4,DEN,REG,0,0,3,1,3,0,0,46,8,1,7,9,0,0,0,0,0,20.0,0.0,2,3,6,6,48,5,0,0,21,69,16,0.3,0.7,1,0,0,0,0,0,4,0,0
2015_05_DEN_OAK,2015,5,DEN,REG,0,1,2,1,2,0,0,43,13,8,4,7,1,0,0,0,0,11.0,6.0,1,3,5,6,43,4,1,0,24,68,13,0.35,0.63,0,0,0,1,0,0,5,0,0
2015_06_DEN_CLE,2015,6,DEN,REG,0,2,2,1,1,1,0,51,11,0,4,7,1,0,0,0,0,18.0,6.0,2,1,6,9,44,7,1,0,32,77,16,0.42,0.57,0,0,0,1,0,0,6,0,0
2015_08_GB_DEN,2015,8,DEN,REG,1,0,3,0,3,0,0,32,8,0,3,7,0,0,0,0,0,10.0,0.0,1,1,6,8,25,5,0,0,21,46,13,0.46,0.54,1,0,0,0,0,0,7,0,0
2015_09_DEN_IND,2015,9,DEN,REG,0,0,0,0,0,0,0,38,22,0,1,11,0,0,0,0,0,33.0,0.0,3,2,4,5,37,5,1,0,39,77,14,0.51,0.48,0,0,0,0,1,0,7,1,0
2015_10_KC_DEN,2015,10,DEN,REG,0,0,0,0,0,0,0,44,6,0,2,6,0,0,0,0,0,29.0,0.0,2,6,3,6,33,5,2,0,30,65,16,0.46,0.51,0,1,0,0,0,0,7,2,0
2015_11_DEN_CHI,2015,11,DEN,REG,0,1,1,1,1,0,0,43,3,0,2,5,0,0,0,0,0,15.0,0.0,0,3,3,4,34,4,0,0,26,60,10,0.43,0.57,0,0,0,1,0,0,8,2,0
2015_12_NE_DEN,2015,12,DEN,REG,0,0,1,0,0,1,0,37,5,0,3,9,0,0,0,0,0,24.0,0.0,3,1,6,6,45,10,0,0,16,61,20,0.26,0.74,1,0,0,0,0,0,9,2,0
2015_13_DEN_SD,2015,13,DEN,REG,0,1,4,2,4,0,2,38,8,8,4,12,1,0,0,0,0,4.0,6.0,0,2,4,6,39,4,0,0,23,62,10,0.37,0.63,0,0,0,1,0,0,10,2,0
2015_14_OAK_DEN,2015,14,DEN,REG,0,0,2,1,1,1,0,36,0,0,3,3,0,0,0,0,0,13.0,0.0,1,1,6,7,33,10,4,0,19,56,18,0.34,0.59,0,1,0,0,0,0,10,3,0
2015_15_DEN_PIT,2015,15,DEN,REG,0,2,0,0,0,0,0,42,11,9,3,5,0,0,0,0,0,34.0,0.0,4,2,5,9,57,6,3,1,14,75,17,0.19,0.76,0,0,0,0,1,0,10,4,0
2015_16_CIN_DEN,2015,16,DEN,REG,0,0,1,1,0,1,0,48,6,1,2,7,0,0,0,0,0,17.0,0.0,2,2,5,4,37,5,1,0,32,70,14,0.46,0.53,1,0,0,0,0,0,11,4,0
2015_17_SD_DEN,2015,17,DEN,REG,0,1,2,0,1,1,1,53,3,0,3,7,0,0,0,0,0,20.0,0.0,2,2,6,8,38,7,0,0,29,67,17,0.43,0.57,1,0,0,0,0,0,12,4,0
2015_19_PIT_DEN,2015,19,DEN,POST,0,0,1,1,1,0,0,38,6,0,3,3,0,0,0,0,0,16.0,0.0,1,3,6,5,39,6,0,1,19,59,16,0.32,0.66,1,0,0,0,0,0,13,4,0
2015_20_NE_DEN,2015,20,DEN,POST,0,2,1,0,1,0,0,39,12,2,4,16,0,1,0,0,0,18.0,0.0,1,2,5,6,61,6,1,0,16,78,14,0.21,0.78,1,0,0,0,0,0,14,4,0
2015_21_CAR_DEN,2015,21,DEN,POST,0,1,5,3,5,0,0,40,14,11,7,12,1,0,0,0,0,11.0,6.0,1,2,6,5,48,7,0,0,27,75,16,0.36,0.64,1,0,0,0,0,0,15,4,0
2015_01_DET_SD,2015,1,DET,REG,0,2,2,1,1,1,0,50,14,14,2,6,1,0,0,0,0,34.0,6.0,4,2,5,5,43,2,2,0,29,74,13,0.39,0.58,0,0,0,0,1,0,0,1,0
2015_02_DET_MIN,2015,2,DET,REG,0,0,2,1,2,0,0,39,15,13,1,2,0,0,0,0,0,26.0,0.0,3,2,4,4,19,3,1,0,41,61,12,0.67,0.31,0,0,0,0,1,0,0,2,0
2015_03_DEN_DET,2015,3,DET,REG,0,1,1,1,1,0,0,36,12,0,1,8,0,0,0,0,0,24.0,0.0,3,1,3,4,43,5,1,0,18,62,12,0.29,0.69,0,1,0,0,0,0,0,3,0
2015_04_DET_SEA,2015,4,DET,REG,0,0,5,2,3,2,1,45,13,0,6,9,1,0,0,0,0,14.0,6.0,1,2,3,4,32,4,3,0,28,63,10,0.44,0.51,0,0,0,0,1,0,0,4,0
2015_05_ARI_DET,2015,5,DET,REG,0,0,0,0,0,0,0,27,5,0,2,5,0,0,0,0,0,42.0,0.0,6,0,4,3,20,6,4,0,21,45,16,0.47,0.44,0,1,0,0,0,0,0,5,0
2015_06_CHI_DET,2015,6,DET,REG,0,1,3,2,1,2,0,52,7,1,1,6,0,0,0,0,0,34.0,0.0,2,4,7,7,43,5,0,0,31,74,18,0.42,0.58,1,0,0,0,0,0,1,5,0
2015_07_MIN_DET,2015,7,DET,REG,1,0,2,1,1,1,0,54,11,3,4,11,0,0,0,0,0,28.0,0.0,2,5,4,2,39,2,1,0,34,74,13,0.46,0.53,0,1,0,0,0,0,1,6,0
2015_08_DET_KC,2015,8,DET,REG,0,0,0,0,0,0,0,48,4,0,3,4,0,0,0,0,0,45.0,0.0,6,1,3,4,31,4,1,0,31,63,14,0.49,0.49,0,0,0,0,1,0,1,7,0
2015_10_DET_GB,2015,10,DET,REG,0,0,1,0,1,0,1,54,6,2,3,7,0,0,0,0,0,16.0,0.0,1,2,5,5,64,9,1,1,17,83,17,0.2,0.77,0,0,0,1,0,0,2,7,0
2015_11_OAK_DET,2015,11,DET,REG,1,0,3,0,1,2,0,37,3,1,1,3,0,0,0,0,0,13.0,0.0,1,2,5,6,26,5,0,0,21,47,13,0.45,0.55,1,0,0,0,0,0,3,7,0
2015_12_PHI_DET,2015,12,DET,REG,0,0,1,1,1,0,0,43,8,0,6,8,0,0,0,0,0,14.0,0.0,2,1,8,2,33,6,1,0,24,58,17,0.41,0.57,1,0,0,0,0,0,4,7,0
2015_13_GB_DET,2015,13,DET,REG,0,1,3,0,3,0,0,47,5,1,3,13,0,0,0,0,0,27.0,0.0,3,1,6,5,39,6,1,0,24,64,16,0.38,0.61,0,1,0,0,0,0,4,8,0
2015_14_DET_STL,2015,14,DET,REG,0,1,0,0,0,0,0,42,1,0,1,4,0,0,0,0,0,15.0,0.0,3,0,3,4,23,6,1,0,28,52,12,0.54,0.44,0,0,0,0,1,0,4,9,0
2015_15_DET_NO,2015,15,DET,REG,0,0,1,0,1,0,0,44,10,0,1,3,0,0,0,0,0,27.0,0.0,3,2,6,9,53,4,0,0,18,71,15,0.25,0.75,0,0,0,1,0,0,5,9,0
2015_16_SF_DET,2015,16,DET,REG,0,0,1,1,1,0,0,43,6,1,3,4,0,0,0,0,0,17.0,0.0,2,2,7,3,36,3,0,0,23,59,14,0.39,0.61,1,0,0,0,0,0,6,9,0
2015_17_DET_CHI,2015,17,DET,REG,0,3,0,0,0,0,0,47,3,0,5,8,0,0,0,0,0,20.0,0.0,2,2,4,1,28,2,0,0,24,52,10,0.46,0.54,0,0,0,1,0,0,7,9,0
2015_01_GB_CHI,2015,1,GB,REG,0,1,0,0,0,0,0,49,5,0,2,4,0,0,0,0,0,23.0,0.0,2,3,6,7,37,1,0,1,33,71,12,0.46,0.52,0,0,0,1,0,0,1,0,0
2015_02_SEA_GB,2015,2,GB,REG,0,1,2,1,2,0,0,40,9,6,2,2,0,0,0,0,0,17.0,0.0,2,1,7,3,31,5,0,1,25,57,15,0.44,0.54,1,0,0,0,0,0,2,0,0
2015_03_KC_GB,2015,3,GB,REG,0,1,2,0,2,0,0,48,5,0,7,8,0,0,0,0,0,28.0,0.0,2,0,7,5,49,6,0,0,18,67,15,0.27,0.73,1,0,0,0,0,0,3,0,0
2015_04_GB_SF,2015,4,GB,REG,0,1,2,0,1,1,0,34,6,5,6,7,0,0,0,0,0,3.0,0.0,0,1,4,1,31,6,0,0,19,50,11,0.38,0.62,0,0,0,1,0,0,4,0,0
2015_05_STL_GB,2015,5,GB,REG,0,4,1,0,1,0,0,47,7,3,3,11,1,0,0,0,0,11.0,6.0,1,4,5,6,33,4,0,1,36,70,14,0.51,0.47,1,0,0,0,0,0,5,0,0
2015_06_SD_GB,2015,6,GB,REG,0,0,2,1,2,0,0,60,10,2,3,12,0,0,0,0,0,20.0,0.0,2,2,6,5,68,3,0,0,21,89,13,0.24,0.76,1,0,0,0,0,0,6,0,0
2015_08_GB_DEN,2015,8,GB,REG,0,1,0,0,0,0,0,47,8,1,0,3,0,0,0,0,0,27.0,0.0,3,2,4,5,29,3,0,0,34,63,12,0.54,0.46,0,0,0,0,1,0,6,1,0
2015_09_GB_CAR,2015,9,GB,REG,0,1,0,0,0,0,0,38,16,0,0,2,0,0,0,0,0,37.0,0.0,4,4,5,2,30,6,0,0,36,66,19,0.55,0.45,0,0,0,0,1,0,6,2,0
2015_10_DET_GB,2015,10,GB,REG,0,1,1,0,0,1,0,39,14,5,0,3,0,0,0,0,0,18.0,0.0,2,2,4,1,38,7,0,0,26,64,15,0.41,0.59,0,1,0,0,0,0,6,3,0
2015_11_GB_MIN,2015,11,GB,REG,0,0,1,1,1,0,0,48,6,5,6,10,0,0,0,0,0,13.0,0.0,2,0,8,3,44,6,0,0,18,62,16,0.29,0.71,0,0,0,1,0,0,7,3,0
2015_12_CHI_GB,2015,12,GB,REG,0,0,3,0,1,2,0,39,12,3,1,4,0,0,0,0,0,17.0,0.0,2,1,3,6,32,8,1,0,30,63,14,0.48,0.51,0,1,0,0,0,0,7,4,0
2015_13_GB_DET,2015,13,GB,REG,0,0,1,1,1,0,0,42,9,0,3,6,0,0,0,0,0,23.0,0.0,2,3,4,6,38,6,0,0,25,63,15,0.4,0.6,0,0,0,1,0,0,8,4,0
2015_14_DAL_GB,2015,14,GB,REG,0,1,1,0,0,1,1,33,5,2,2,5,0,0,0,0,0,7.0,0.0,1,0,5,3,31,7,0,0,20,51,13,0.39,0.61,1,0,0,0,0,0,9,4,0
2015_15_GB_OAK,2015,15,GB,REG,0,2,0,0,0,0,0,53,3,0,3,5,1,0,0,0,0,21.0,6.0,2,2,7,5,50,5,0,0,25,75,16,0.33,0.67,0,0,0,1,0,0,10,4,0
2015_16_GB_ARI,2015,16,GB,REG,0,1,1,1,1,0,0,40,5,0,2,4,0,0,0,0,0,26.0,0.0,5,1,2,3,30,4,2,0,24,56,12,0.43,0.54,0,0,0,0,1,0,10,5,0
2015_17_MIN_GB,2015,17,GB,REG,0,1,2,1,1,1,0,34,10,4,3,3,0,0,0,0,0,14.0,0.0,2,2,4,2,22,5,0,0,27,49,13,0.55,0.45,0,1,0,0,0,0,10,6,0
2015_18_GB_WAS,2015,18,GB,POST,0,0,3,1,2,1,0,37,20,6,6,11,0,0,0,0,0,16.0,0.0,2,1,8,2,52,5,1,0,17,70,16,0.24,0.74,0,0,0,1,0,0,11,6,0
2015_19_GB_ARI,2015,19,GB,POST,0,2,1,0,1,0,0,44,3,0,3,5,0,0,0,0,0,26.0,0.0,2,2,5,3,44,3,0,0,19,63,12,0.3,0.7,0,0,0,0,1,0,11,7,0
2015_01_KC_HOU,2015,1,HOU,REG,0,0,2,0,1,1,1,44,9,6,2,3,0,0,0,0,0,27.0,0.0,3,3,5,3,35,7,3,0,29,67,18,0.43,0.52,0,1,0,0,0,0,0,1,0
2015_02_HOU_CAR,2015,2,HOU,REG,0,1,1,0,1,0,0,41,13,0,2,4,0,0,0,0,0,24.0,0.0,3,2,4,6,39,7,1,0,32,72,16,0.44,0.54,0,0,0,0,1,0,0,2,0
2015_03_TB_HOU,2015,3,HOU,REG,0,1,1,0,1,0,0,34,8,3,0,6,0,0,0,0,0,9.0,0.0,1,4,5,5,36,7,0,0,20,56,17,0.36,0.64,1,0,0,0,0,0,1,2,0
2015_04_HOU_ATL,2015,4,HOU,REG,0,0,0,0,0,0,0,44,10,2,2,2,0,0,0,0,0,36.0,0.0,6,0,4,9,29,6,1,0,35,65,16,0.54,0.45,0,0,0,0,1,0,1,3,0
2015_05_IND_HOU,2015,5,HOU,REG,0,0,0,0,0,0,0,28,17,9,0,3,0,0,0,0,0,27.0,0.0,3,2,4,7,29,3,3,0,27,59,12,0.46,0.49,0,1,0,0,0,0,1,4,0
2015_06_HOU_JAX,2015,6,HOU,REG,0,3,1,0,0,1,0,48,6,0,3,8,1,0,0,0,0,21.0,6.0,3,0,6,6,56,5,0,0,21,77,14,0.27,0.73,0,0,0,1,0,0,2,4,0
2015_07_HOU_MIA,2015,7,HOU,REG,0,0,1,1,1,0,0,46,8,0,4,6,0,0,0,0,0,38.0,0.0,6,1,5,4,24,5,3,0,32,59,17,0.54,0.41,0,0,0,0,1,0,2,5,0
2015_08_TEN_HOU,2015,8,HOU,REG,0,1,2,2,2,0,0,41,16,6,7,15,0,0,0,0,0,6.0,0.0,0,2,5,2,38,7,0,0,20,58,14,0.34,0.66,1,0,0,0,0,0,3,5,0
