player_id,player_name,position,birth_year,draft_year,draft_round,draft_pick,draft_ovr,height,weight,college,season,team,season_type,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,safety,interception,def_touchdown,defensive_two_point_attempt,fumble_forced,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,defense_snaps,team_defense_snaps,defense_pct,age
00-0027653,T.J. Ward,FS,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,DEN,REG,71.0,18.0,7.0,8.0,14.0,1.0,4.0,0.0,0.0,0,0.0,0.0,0.0,1002.0,1022.0,0.980430528375734,0.0
00-0027657,Lamarr Houston,OLB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,CHI,REG,14.0,5.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,351.0,464.0,0.7564655172413793,0.0
00-0027658,Zane Beadles,G,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,IND,REG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027660,Javier Arenas,CB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,ATL,REG,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,205.0,0.2439024390243902,0.0
00-0027662,Carlos Dunlap,DE,1989,2010.0,2.0,22.0,54.0,78.0,285.0,Florida,2014,CIN,POST,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,58.0,73.0,0.7945205479452054,25.0
00-0027662,Carlos Dunlap,DE,1989,2010.0,2.0,22.0,54.0,78.0,285.0,Florida,2014,CIN,REG,78.0,31.0,2.0,34.0,53.0,0.0,1.0,0.0,0.0,4,0.0,0.0,0.0,944.0,1124.0,0.8398576512455516,0.0
00-0027664,Mike Neal,OLB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,GB,POST,4.0,6.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,74.0,125.0,0.592,0.0
00-0027664,Mike Neal,OLB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,GB,REG,38.0,15.0,3.0,19.0,25.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,615.0,1023.0,0.6011730205278593,0.0
00-0027668,Brandon Spikes,ILB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,BUF,REG,40.0,23.0,13.0,5.0,6.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,475.0,1021.0,0.465230166503428,0.0
00-0027673,Jon Asamoah,G,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,TB,REG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027676,Morgan Burnett,S,1989,2010.0,3.0,7.0,71.0,73.0,210.0,Georgia Tech,2014,GB,POST,17.0,3.0,1.0,8.0,10.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,125.0,125.0,1.0,25.0
00-0027676,Morgan Burnett,S,1989,2010.0,3.0,7.0,71.0,73.0,210.0,Georgia Tech,2014,GB,REG,83.0,50.0,27.0,7.0,13.0,0.0,2.0,0.0,0.0,2,0.0,0.0,0.0,943.0,1026.0,0.919103313840156,0.0
00-0027677,Alex Carrington,DE,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,LA,REG,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027678,John Jerry,G,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,ARI,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027678,John Jerry,G,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,DAL,REG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027678,John Jerry,G,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,SEA,REG,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027678,John Jerry,G,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,SF,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027680,Major Wright,SS,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,TB,REG,36.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,480.0,625.0,0.768,0.0
00-0027681,Brandon LaFell,WR,1986,2010.0,3.0,14.0,78.0,75.0,210.0,LSU,2014,NYJ,REG,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
00-0027682,Donald Butler,ILB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,LAC,REG,41.0,39.0,31.0,4.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027684,Earl Mitchell,DT,1987,2010.0,3.0,17.0,81.0,75.0,310.0,Arizona,2014,MIA,REG,29.0,15.0,5.0,8.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,468.0,923.0,0.5070422535211268,27.0
00-0027685,Emmanuel Sanders,WR,1987,2010.0,3.0,18.0,82.0,71.0,180.0,Southern Methodist,2014,NE,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
00-0027686,Corey Peters,DT,1988,2010.0,3.0,19.0,83.0,75.0,335.0,Kentucky,2014,ATL,REG,23.0,13.0,2.0,10.0,13.0,0.0,1.0,1.0,0.0,2,0.0,0.0,0.0,482.0,936.0,0.5149572649572649,26.0
00-0027690,Eric Decker,WR,1987,2010.0,3.0,23.0,87.0,75.0,214.0,Minnesota,2014,LV,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
00-0027691,Andre Roberts,WR,1988,2010.0,3.0,24.0,88.0,71.0,195.0,Citadel,2014,ARI,REG,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,26.0
00-0027691,Andre Roberts,WR,1988,2010.0,3.0,24.0,88.0,71.0,195.0,Citadel,2014,DAL,REG,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
00-0027691,Andre Roberts,WR,1988,2010.0,3.0,24.0,88.0,71.0,195.0,Citadel,2014,MIN,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
00-0027694,Shawn Lauvao,G,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,TEN,REG,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027696,Jimmy Graham,TE,1986,2010.0,3.0,31.0,95.0,79.0,265.0,Miami,2014,DAL,REG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,28.0
00-0027697,Brandon Ghee,CB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,TEN,REG,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,79.0,161.0,0.4906832298136646,0.0
00-0027701,Everson Griffen,DE,1987,2010.0,4.0,2.0,100.0,75.0,273.0,Southern Cal,2014,MIN,REG,81.0,22.0,5.0,45.0,56.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,967.0,1082.0,0.8937153419593346,27.0
00-0027703,Darryl Sharpton,ILB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,CHI,REG,11.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,104.0,201.0,0.5174129353233831,0.0
00-0027704,Perry Riley,ILB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,WAS,REG,62.0,43.0,23.0,10.0,12.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,888.0,909.0,0.976897689768977,0.0
00-0027705,Alterraun Verner,CB,1988,2010.0,4.0,6.0,104.0,70.0,187.0,UCLA,2014,TB,REG,54.0,33.0,23.0,0.0,0.0,0.0,4.0,0.0,0.0,4,0.0,0.0,0.0,859.0,970.0,0.8855670103092783,26.0
00-0027710,Darrell Stuckey,FS,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,LAC,REG,5.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027711,Walter Thurmond,S,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,NYG,REG,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,66.0,135.0,0.4888888888888889,0.0
00-0027717,Joe Hawley,C,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,CIN,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027718,Garrett Graham,TE,1986,2010.0,4.0,20.0,118.0,75.0,243.0,Wisconsin,2014,BUF,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
00-0027720,Geno Atkins,DT,1988,2010.0,4.0,22.0,120.0,73.0,300.0,Georgia,2014,CIN,POST,2.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,74.0,0.6756756756756757,26.0
00-0027720,Geno Atkins,DT,1988,2010.0,4.0,22.0,120.0,73.0,300.0,Georgia,2014,CIN,REG,32.0,19.0,1.0,14.0,19.0,3.0,0.0,0.0,0.0,3,0.0,0.0,0.0,741.0,1124.0,0.6592526690391459,0.0
00-0027723,Al Woods,DT,1987,2010.0,4.0,25.0,123.0,76.0,309.0,LSU,2014,TEN,REG,18.0,13.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,261.0,1012.0,0.2579051383399209,27.0
00-0027725,Clay Harbor,TE,1987,2010.0,4.0,27.0,125.0,75.0,240.0,Missouri State,2014,CIN,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
00-0027725,Clay Harbor,TE,1987,2010.0,4.0,27.0,125.0,75.0,240.0,Missouri State,2014,TEN,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
00-0027728,Jason Fox,T,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,NYJ,REG,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027730,O'Brien Schofield,LB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,SEA,POST,6.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,87.0,213.0,0.4084507042253521,0.0
00-0027730,O'Brien Schofield,LB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,SEA,REG,19.0,5.0,1.0,8.0,13.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,307.0,868.0,0.3536866359447004,0.0
00-0027733,Kam Chancellor,S,1988,2010.0,5.0,2.0,133.0,75.0,225.0,Virginia Tech,2014,SEA,POST,20.0,6.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0,0.0,0.0,0.0,212.0,212.0,1.0,26.0
00-0027733,Kam Chancellor,S,1988,2010.0,5.0,2.0,133.0,75.0,225.0,Virginia Tech,2014,SEA,REG,56.0,23.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,2,0.0,0.0,0.0,833.0,850.0,0.98,0.0
00-0027734,Ricky Sapp,OLB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,HOU,REG,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16.0,142.0,0.1126760563380281,0.0
00-0027735,Dominique Franks,CB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,BAL,REG,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,194.0,274.0,0.708029197080292,0.0
00-0027736,Kendrick Lewis,S,1988,2010.0,5.0,5.0,136.0,72.0,205.0,Mississippi,2014,HOU,REG,48.0,44.0,22.0,0.0,3.0,0.0,4.0,2.0,0.0,7,0.0,0.0,0.0,1076.0,1128.0,0.953900709219858,26.0
00-0027737,Perrish Cox,CB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,SF,REG,56.0,5.0,1.0,0.0,5.0,0.0,10.0,0.0,0.0,0,0.0,0.0,0.0,941.0,977.0,0.9631525076765608,0.0
00-0027743,Sherrick McManis,CB,1987,2010.0,0.0,0.0,0.0,73.0,193.0,Northwestern,2014,CHI,REG,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,35.0,169.0,0.2071005917159763,27.0
00-0027744,Nolan Carroll,CB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,PHI,REG,25.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,300.0,866.0,0.3464203233256351,0.0
00-0027745,Cam Thomas,NT,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,PIT,POST,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10.0,56.0,0.1785714285714285,0.0
00-0027745,Cam Thomas,NT,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,PIT,REG,10.0,11.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,313.0,638.0,0.4905956112852664,0.0
00-0027756,Arthur Jones,DT,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,IND,POST,5.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,157.0,209.0,0.7511961722488039,0.0
00-0027756,Arthur Jones,DT,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,IND,REG,19.0,10.0,1.0,7.0,9.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,326.0,536.0,0.6082089552238806,0.0
00-0027758,Riley Cooper,WR,1987,2010.0,5.0,28.0,159.0,76.0,230.0,Florida,2014,HOU,REG,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
00-0027758,Riley Cooper,WR,1987,2010.0,5.0,28.0,159.0,76.0,230.0,Florida,2014,SEA,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
00-0027758,Riley Cooper,WR,1987,2010.0,5.0,28.0,159.0,76.0,230.0,Florida,2014,SF,REG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,27.0
00-0027758,Riley Cooper,WR,1987,2010.0,5.0,28.0,159.0,76.0,230.0,Florida,2014,TEN,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
00-0027759,Larry Asante,FS,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,LV,REG,12.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027762,Reshad Jones,S,1988,2010.0,5.0,32.0,163.0,73.0,215.0,Georgia,2014,MIA,REG,75.0,13.0,5.0,4.0,5.0,0.0,6.0,0.0,0.0,4,0.0,0.0,0.0,757.0,777.0,0.9742599742599742,26.0
00-0027763,Crezdon Butler,CB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,TB,REG,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,153.0,399.0,0.3834586466165413,0.0
00-0027768,Marshall Newhouse,T,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,CLE,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027768,Marshall Newhouse,T,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,TB,REG,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027774,Greg Hardy,DE,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,CAR,REG,5.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,51.0,56.0,0.9107142857142856,0.0
00-0027777,Arthur Moats,DE,1988,2010.0,6.0,9.0,178.0,72.0,246.0,James Madison,2014,PIT,POST,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,55.0,0.109090909090909,26.0
00-0027777,Arthur Moats,DE,1988,2010.0,6.0,9.0,178.0,72.0,246.0,James Madison,2014,PIT,REG,29.0,6.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,300.0,747.0,0.4016064257028112,0.0
00-0027784,Clifton Geathers,DE,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,WAS,REG,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,63.0,205.0,0.3073170731707317,0.0
00-0027787,Eugene Sims,DE,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,LA,REG,27.0,12.0,11.0,12.0,17.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027791,James Starks,RB,1986,2010.0,6.0,24.0,193.0,74.0,218.0,Buffalo,2014,MIN,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
00-0027793,Antonio Brown,WR,1988,2010.0,6.0,26.0,195.0,70.0,185.0,Central Michigan,2014,CIN,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
00-0027808,Willie Young,OLB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,CHI,REG,58.0,12.0,3.0,37.0,34.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,664.0,982.0,0.6761710794297352,0.0
00-0027812,Dekoda Watson,LB,1988,2010.0,7.0,10.0,217.0,74.0,245.0,Florida State,2014,JAX,REG,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,73.0,202.0,0.3613861386138614,26.0
00-0027814,Jamar Chaney,OLB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,LV,REG,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027817,R.J. Stanford,CB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,MIA,REG,8.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,106.0,129.0,0.8217054263565892,0.0
00-0027818,George Selvie,DE,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,DAL,POST,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,66.0,136.0,0.4852941176470588,0.0
00-0027818,George Selvie,DE,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,DAL,REG,30.0,11.0,2.0,11.0,16.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,499.0,1024.0,0.4873046875,0.0
00-0027822,C.J. Wilson,DE,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,LV,REG,23.0,8.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027826,Sean Lissemore,NT,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,LAC,REG,14.0,19.0,12.0,4.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027829,Ricardo Mathews,DE,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,LAC,REG,18.0,12.0,7.0,7.0,10.0,0.0,0.0,3.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027831,Kavell Conner,ILB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,LAC,REG,31.0,29.0,21.0,3.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027835,Kurt Coleman,S,1988,2010.0,7.0,37.0,244.0,71.0,208.0,Ohio State,2014,KC,REG,27.0,7.0,3.0,0.0,2.0,0.0,6.0,0.0,0.0,3,0.0,0.0,0.0,349.0,817.0,0.427172582619339,26.0
00-0027838,Brandon Deaderick,DT,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,NO,REG,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,150.0,440.0,0.3409090909090909,0.0
00-0027840,Robert McClain,CB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,ATL,REG,50.0,12.0,4.0,4.0,5.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,628.0,941.0,0.667375132837407,0.0
00-0027842,Stevie Brown,FS,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,NYG,REG,29.0,11.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,538.0,723.0,0.7441217150760719,0.0
00-0027844,Erik Lorig,FB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,CAR,REG,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027844,Erik Lorig,FB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,NO,REG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027852,Josh Price-Brent,DT,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,DAL,POST,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027852,Josh Price-Brent,DT,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,DAL,REG,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027855,Ndamukong Suh,DT,1987,2010.0,1.0,2.0,2.0,76.0,313.0,Nebraska,2014,DET,POST,9.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,62.0,0.8064516129032258,27.0
00-0027855,Ndamukong Suh,DT,1987,2010.0,1.0,2.0,2.0,76.0,313.0,Nebraska,2014,DET,REG,80.0,16.0,4.0,35.0,47.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,853.0,1045.0,0.816267942583732,0.0
00-0027856,Gerald McCoy,DT,1988,2010.0,1.0,3.0,3.0,76.0,300.0,Oklahoma,2014,TB,REG,53.0,14.0,7.0,36.0,38.0,0.0,1.0,0.0,0.0,6,0.0,0.0,0.0,657.0,842.0,0.7802850356294537,26.0
00-0027857,Trent Williams,T,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,DAL,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027858,Eric Berry,S,1988,2010.0,1.0,5.0,5.0,72.0,212.0,Tennessee,2014,KC,REG,28.0,9.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,345.0,363.0,0.950413223140496,26.0
00-0027860,Joe Haden,CB,1989,2010.0,1.0,7.0,7.0,71.0,195.0,Florida,2014,CLE,REG,64.0,15.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,2,0.0,0.0,0.0,1021.0,1084.0,0.941881918819188,25.0
00-0027862,Tyson Alualu,DT,1987,2010.0,1.0,10.0,10.0,75.0,304.0,California,2014,JAX,REG,17.0,19.0,4.0,8.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,387.0,924.0,0.4188311688311688,27.0
00-0027863,Anthony Davis,T,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,LA,REG,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027865,Brandon Graham,DE,1988,2010.0,1.0,13.0,13.0,74.0,265.0,Michigan,2014,PHI,REG,56.0,12.0,4.0,22.0,26.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,472.0,1077.0,0.4382544103992572,26.0
00-0027866,Earl Thomas,S,1989,2010.0,1.0,14.0,14.0,70.0,202.0,Texas,2014,SEA,POST,16.0,9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,208.0,212.0,0.981132075471698,25.0
00-0027866,Earl Thomas,S,1989,2010.0,1.0,14.0,14.0,70.0,202.0,Texas,2014,SEA,REG,71.0,27.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,6,0.0,0.0,0.0,958.0,979.0,0.9785495403472932,0.0
00-0027867,Jason Pierre-Paul,DE,1989,2010.0,1.0,15.0,15.0,77.0,270.0,South Florida,2014,NYG,REG,77.0,41.0,26.0,51.0,57.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,959.0,1052.0,0.9115969581749048,25.0
00-0027868,Derrick Morgan,LB,1989,2010.0,1.0,16.0,16.0,76.0,261.0,Georgia Tech,2014,TEN,REG,64.0,23.0,1.0,24.0,25.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,946.0,1055.0,0.8966824644549763,25.0
00-0027869,Mike Iupati,G,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,NO,REG,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027870,Maurkice Pouncey,C,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2014,JAX,REG,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0027872,Kareem Jackson,S,1988,2010.0,1.0,20.0,20.0,70.0,196.0,Alabama,2014,HOU,REG,54.0,14.0,7.0,0.0,5.0,0.0,6.0,0.0,0.0,1,0.0,0.0,0.0,773.0,905.0,0.8541436464088398,26.0
00-0027874,Demaryius Thomas,WR,1987,2010.0,1.0,24.0,22.0,75.0,225.0,Georgia Tech,2014,BUF,REG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
